epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,8406.85,1.02263,1.22864,1.33892,0.78769,0.7001,0.78573,0.57825,0.97937,0.91525,1.26666,0.0073468,0.0073468,0.0073468
136,8468.5,1.02626,1.21964,1.34264,0.78648,0.70091,0.78615,0.57866,0.97848,0.91442,1.26565,0.007327,0.007327,0.007327
137,8530.21,1.02522,1.22808,1.33842,0.7857,0.70261,0.78614,0.57903,0.97784,0.91344,1.26478,0.0073072,0.0073072,0.0073072
138,8591.84,1.02329,1.22477,1.33725,0.78764,0.70234,0.78627,0.57937,0.97724,0.91277,1.2641,0.0072874,0.0072874,0.0072874
139,8653.5,1.01652,1.21239,1.33483,0.78348,0.70441,0.78635,0.58007,0.97708,0.91198,1.26391,0.0072676,0.0072676,0.0072676
140,8715.2,1.01629,1.21774,1.33278,0.78948,0.70032,0.78685,0.58041,0.97653,0.91133,1.26342,0.0072478,0.0072478,0.0072478
141,8776.83,1.01686,1.21415,1.3314,0.78979,0.70057,0.78707,0.58095,0.97599,0.91054,1.26268,0.007228,0.007228,0.007228
142,8839,1.01237,1.20992,1.33142,0.79076,0.70167,0.78769,0.58125,0.97563,0.90979,1.26217,0.0072082,0.0072082,0.0072082
143,8900.64,1.00297,1.20383,1.32755,0.78734,0.70486,0.78813,0.5814,0.9753,0.9089,1.26172,0.0071884,0.0071884,0.0071884
144,8962.32,1.02265,1.20478,1.33058,0.78862,0.70365,0.7884,0.58167,0.97468,0.90812,1.26101,0.0071686,0.0071686,0.0071686
145,9023.97,1.01965,1.20553,1.33153,0.79007,0.70313,0.7884,0.58199,0.97418,0.90703,1.26035,0.0071488,0.0071488,0.0071488
146,9085.64,1.01977,1.21187,1.33524,0.78805,0.70402,0.78817,0.58247,0.97356,0.90626,1.25943,0.007129,0.007129,0.007129
147,9147.29,1.01653,1.20278,1.33104,0.78963,0.70456,0.78896,0.58284,0.97332,0.90522,1.25897,0.0071092,0.0071092,0.0071092
148,9208.97,1.01129,1.19627,1.32971,0.79042,0.70392,0.78911,0.58285,0.97302,0.90453,1.25845,0.0070894,0.0070894,0.0070894
149,9270.63,1.01271,1.20286,1.33,0.79532,0.70169,0.78948,0.58311,0.97271,0.90351,1.25796,0.0070696,0.0070696,0.0070696
150,9332.25,1.01145,1.208,1.32939,0.79711,0.69908,0.78959,0.58356,0.97237,0.90257,1.25765,0.0070498,0.0070498,0.0070498
151,9393.91,1.00765,1.19336,1.32513,0.79787,0.70049,0.79032,0.58418,0.9721,0.9013,1.25712,0.00703,0.00703,0.00703
152,9455.56,1.00319,1.18188,1.31844,0.80192,0.69979,0.79046,0.58482,0.97169,0.90003,1.25645,0.0070102,0.0070102,0.0070102
153,9517.26,1.00575,1.18041,1.32052,0.80488,0.69813,0.79087,0.58517,0.97101,0.8989,1.25567,0.0069904,0.0069904,0.0069904
154,9578.9,1.01312,1.19783,1.32946,0.80553,0.69783,0.79083,0.58577,0.97046,0.89766,1.25502,0.0069706,0.0069706,0.0069706
155,9640.46,1.01301,1.19823,1.32519,0.8052,0.69962,0.79123,0.58568,0.97014,0.89645,1.25459,0.0069508,0.0069508,0.0069508
156,9702,0.99682,1.1883,1.32209,0.80649,0.69917,0.79154,0.58619,0.96958,0.8955,1.25405,0.006931,0.006931,0.006931
157,9763.58,1.00166,1.18489,1.3203,0.80347,0.70045,0.79207,0.58646,0.96937,0.89488,1.2537,0.0069112,0.0069112,0.0069112
158,9825.18,1.00912,1.18668,1.32221,0.80194,0.70133,0.79217,0.58689,0.96897,0.89413,1.25328,0.0068914,0.0068914,0.0068914
159,9886.78,1.00179,1.185,1.31931,0.8022,0.70113,0.79233,0.58707,0.96828,0.89321,1.25253,0.0068716,0.0068716,0.0068716
160,9948.32,1.00069,1.16963,1.31866,0.80015,0.70179,0.79301,0.58722,0.96787,0.8925,1.25202,0.0068518,0.0068518,0.0068518
161,10009.9,1.01189,1.17155,1.32353,0.79866,0.70296,0.79319,0.58756,0.9675,0.89238,1.25164,0.006832,0.006832,0.006832
162,10071.5,1.00785,1.18594,1.32347,0.80317,0.7008,0.79335,0.58787,0.96721,0.89141,1.25118,0.0068122,0.0068122,0.0068122
163,10133.1,1.00823,1.18151,1.31895,0.80194,0.70187,0.79367,0.5881,0.96683,0.89046,1.25068,0.0067924,0.0067924,0.0067924
164,10194.6,0.99612,1.1677,1.31642,0.80277,0.70293,0.7944,0.58866,0.96631,0.88938,1.25028,0.0067726,0.0067726,0.0067726
165,10256.2,0.99654,1.17147,1.31365,0.80102,0.70367,0.79427,0.58891,0.96574,0.88869,1.24961,0.0067528,0.0067528,0.0067528
166,10317.8,0.99936,1.17768,1.31963,0.80153,0.70278,0.79451,0.58903,0.96542,0.88787,1.24912,0.006733,0.006733,0.006733
167,10379.3,0.99546,1.16725,1.31218,0.80265,0.70177,0.79472,0.58885,0.96495,0.88727,1.24875,0.0067132,0.0067132,0.0067132
168,10440.8,0.99738,1.1673,1.3181,0.80287,0.70225,0.79524,0.58905,0.96482,0.88648,1.24835,0.0066934,0.0066934,0.0066934
169,10502.4,1.00653,1.16836,1.31963,0.8033,0.70226,0.79537,0.58938,0.9645,0.88561,1.24802,0.0066736,0.0066736,0.0066736
170,10563.9,1.00057,1.15493,1.31314,0.80467,0.70216,0.79539,0.58965,0.9642,0.88486,1.24755,0.0066538,0.0066538,0.0066538
171,10625.5,0.99615,1.16079,1.31204,0.80302,0.70261,0.79575,0.5902,0.9639,0.88401,1.24714,0.006634,0.006634,0.006634
172,10687.1,0.99802,1.16306,1.31459,0.80323,0.70425,0.79588,0.59038,0.96387,0.88317,1.24702,0.0066142,0.0066142,0.0066142
173,10748.7,0.99444,1.16491,1.3133,0.80576,0.70371,0.79579,0.59043,0.96362,0.88212,1.24658,0.0065944,0.0065944,0.0065944
174,10810.3,0.98997,1.16242,1.31211,0.80323,0.70572,0.79617,0.59105,0.96304,0.88109,1.24601,0.0065746,0.0065746,0.0065746
175,10871.9,0.99464,1.15513,1.30775,0.8015,0.70685,0.79657,0.59137,0.96277,0.88032,1.24569,0.0065548,0.0065548,0.0065548
176,10933.4,1.00011,1.15625,1.30903,0.80594,0.70544,0.79669,0.59173,0.96236,0.8793,1.24527,0.006535,0.006535,0.006535
177,10995,0.9982,1.15593,1.30886,0.80801,0.70498,0.79703,0.59218,0.96222,0.8782,1.24492,0.0065152,0.0065152,0.0065152
178,11056.5,0.98665,1.14027,1.30467,0.80442,0.70739,0.79747,0.59249,0.96178,0.87723,1.24438,0.0064954,0.0064954,0.0064954
179,11118.1,0.98943,1.13189,1.30093,0.80126,0.70935,0.79781,0.59262,0.96151,0.8763,1.24404,0.0064756,0.0064756,0.0064756
180,11179.7,0.99338,1.15176,1.30952,0.80057,0.70993,0.79792,0.59256,0.96105,0.87595,1.24364,0.0064558,0.0064558,0.0064558
