epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,5791.14,1.082,1.3512,1.4026,0.77556,0.68777,0.7696,0.55377,1.00921,0.96772,1.31508,0.0082774,0.0082774,0.0082774
89,5856.65,1.06919,1.32936,1.39341,0.77359,0.68828,0.76986,0.55428,1.00888,0.96623,1.31454,0.0082576,0.0082576,0.0082576
90,5922.18,1.075,1.33775,1.39824,0.77186,0.68839,0.77027,0.5549,1.00787,0.96471,1.3134,0.0082378,0.0082378,0.0082378
91,5987.74,1.06393,1.3403,1.38832,0.77116,0.68893,0.77072,0.55556,1.00718,0.96333,1.31256,0.008218,0.008218,0.008218
92,6053.27,1.06373,1.31943,1.38711,0.76894,0.69055,0.77091,0.55581,1.00646,0.96181,1.31176,0.0081982,0.0081982,0.0081982
93,6118.72,1.05996,1.32104,1.38469,0.76544,0.69394,0.77133,0.55628,1.00563,0.96036,1.31062,0.0081784,0.0081784,0.0081784
94,6184.21,1.06372,1.30683,1.38547,0.76491,0.69444,0.77153,0.55667,1.00479,0.95893,1.30965,0.0081586,0.0081586,0.0081586
95,6249.71,1.06992,1.32324,1.3903,0.76677,0.69416,0.77195,0.557,1.00395,0.95774,1.30863,0.0081388,0.0081388,0.0081388
96,6315.22,1.06791,1.3237,1.39596,0.76277,0.6968,0.77227,0.55746,1.00336,0.95614,1.30774,0.008119,0.008119,0.008119
97,6380.71,1.06264,1.31169,1.38763,0.76249,0.69795,0.77307,0.55783,1.00249,0.95457,1.3068,0.0080992,0.0080992,0.0080992
98,6446.2,1.05125,1.30382,1.37953,0.76519,0.69661,0.77351,0.55866,1.0016,0.95295,1.30576,0.0080794,0.0080794,0.0080794
99,6511.64,1.05241,1.30988,1.37635,0.76207,0.70035,0.77376,0.55877,1.00097,0.95156,1.30478,0.0080596,0.0080596,0.0080596
100,6577.14,1.04921,1.30246,1.37964,0.75952,0.70452,0.77397,0.55947,1.00016,0.95021,1.30387,0.0080398,0.0080398,0.0080398
101,6642.61,1.05835,1.31498,1.38387,0.76502,0.70181,0.77443,0.56037,0.99952,0.94923,1.30303,0.00802,0.00802,0.00802
102,6708.1,1.0495,1.2977,1.38121,0.76546,0.70358,0.77509,0.5606,0.99893,0.94787,1.30229,0.0080002,0.0080002,0.0080002
103,6773.66,1.05296,1.30454,1.37877,0.76656,0.7028,0.77522,0.5612,0.99824,0.94662,1.30153,0.0079804,0.0079804,0.0079804
104,6839.18,1.04673,1.30043,1.37639,0.76747,0.70278,0.77539,0.56142,0.99763,0.94514,1.30073,0.0079606,0.0079606,0.0079606
105,6904.67,1.04504,1.28711,1.37023,0.76943,0.70279,0.77572,0.56196,0.99697,0.94383,1.29981,0.0079408,0.0079408,0.0079408
106,6970.21,1.04504,1.29543,1.37115,0.76712,0.70466,0.77588,0.56212,0.99634,0.94271,1.29891,0.007921,0.007921,0.007921
107,7035.78,1.05801,1.29695,1.37538,0.77171,0.70295,0.77655,0.56253,0.99591,0.94133,1.29821,0.0079012,0.0079012,0.0079012
108,7101.39,1.03311,1.28468,1.36238,0.77127,0.70459,0.77675,0.56308,0.99516,0.94032,1.29734,0.0078814,0.0078814,0.0078814
109,7166.92,1.03711,1.2701,1.36432,0.76867,0.70516,0.77705,0.56322,0.99458,0.93929,1.29644,0.0078616,0.0078616,0.0078616
110,7232.52,1.04962,1.28155,1.37109,0.76969,0.70549,0.77738,0.56369,0.99398,0.93822,1.29556,0.0078418,0.0078418,0.0078418
111,7298.13,1.04741,1.27327,1.37036,0.76615,0.70716,0.7779,0.56411,0.99381,0.93723,1.29496,0.007822,0.007822,0.007822
112,7363.73,1.04874,1.27887,1.37047,0.76579,0.70776,0.77821,0.56485,0.99324,0.93611,1.29416,0.0078022,0.0078022,0.0078022
113,7429.28,1.03782,1.27749,1.35967,0.76638,0.70857,0.7787,0.56531,0.99283,0.93459,1.29341,0.0077824,0.0077824,0.0077824
114,7494.8,1.03963,1.27104,1.36673,0.76742,0.70879,0.77914,0.56551,0.99243,0.93345,1.29269,0.0077626,0.0077626,0.0077626
115,7560.31,1.03705,1.26134,1.35909,0.76833,0.70878,0.77945,0.56612,0.9917,0.93246,1.29159,0.0077428,0.0077428,0.0077428
116,7625.82,1.04579,1.26955,1.36763,0.76999,0.70877,0.77979,0.56653,0.99125,0.93089,1.2908,0.007723,0.007723,0.007723
117,7691.34,1.04167,1.26377,1.3588,0.76794,0.71022,0.78041,0.567,0.99074,0.92955,1.29003,0.0077032,0.0077032,0.0077032
118,7756.9,1.03741,1.2603,1.35684,0.76907,0.71021,0.78082,0.56759,0.99003,0.92827,1.28895,0.0076834,0.0076834,0.0076834
119,7822.41,1.03638,1.25342,1.35791,0.76484,0.71294,0.78102,0.5677,0.98947,0.92702,1.28806,0.0076636,0.0076636,0.0076636
120,7888.01,1.03699,1.24815,1.35899,0.76595,0.71412,0.78177,0.56824,0.98877,0.92574,1.28713,0.0076438,0.0076438,0.0076438
121,7953.51,1.0354,1.25634,1.35526,0.76644,0.71371,0.78208,0.56849,0.98812,0.9246,1.28617,0.007624,0.007624,0.007624
122,8019.03,1.03912,1.25186,1.35946,0.77097,0.70925,0.78209,0.56884,0.98761,0.92333,1.28543,0.0076042,0.0076042,0.0076042
123,8084.5,1.03053,1.24483,1.35302,0.7722,0.71015,0.78262,0.56941,0.98699,0.92219,1.28472,0.0075844,0.0075844,0.0075844
124,8150.08,1.03206,1.24178,1.35126,0.77068,0.71065,0.78279,0.56996,0.98662,0.92092,1.28404,0.0075646,0.0075646,0.0075646
125,8215.64,1.03773,1.24717,1.35218,0.77085,0.71062,0.78292,0.57056,0.9858,0.91982,1.28295,0.0075448,0.0075448,0.0075448
126,8281.22,1.03909,1.23976,1.3562,0.76895,0.71337,0.78327,0.57065,0.98533,0.91893,1.28217,0.007525,0.007525,0.007525
